label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
0,0.8159210085868835,0.7561666965484619,0.7125471830368042,0.7424226999282837,0.6457794904708862,0.6859174966812134,0.6005168557167053,0.6216145157814026,0.552759051322937,0.566769540309906,0.6973369717597961,0.49550455808639526,0.6716938018798828,0.3789084255695343,0.6645022630691528,0.2952984869480133,0.6637160778045654,0.22451792657375336,0.7800072431564331,0.4706847071647644,0.7841851115226746,0.3252825140953064,0.7907391786575317,0.23162446916103363,0.7994938492774963,0.15606510639190674,0.8518657684326172,0.4847947657108307,0.8744807243347168,0.34719252586364746,0.8850405216217041,0.25612062215805054,0.8967447280883789,0.18043050169944763,0.9165002703666687,0.5232451558113098,0.9478628039360046,0.43114757537841797,0.9622189998626709,0.368624210357666,0.9711899757385254,0.31243637204170227
0,0.8072991967201233,0.8242413997650146,0.6972896456718445,0.7912132740020752,0.6247802972793579,0.7113432884216309,0.5832837820053101,0.6325397491455078,0.541060745716095,0.5654919147491455,0.6880975365638733,0.5001059174537659,0.6607702970504761,0.3713679909706116,0.6552660465240479,0.28899523615837097,0.6572806239128113,0.22654619812965393,0.7713019847869873,0.47225794196128845,0.7747493982315063,0.3141307532787323,0.7817699909210205,0.22007539868354797,0.7926479578018188,0.1520075500011444,0.844482421875,0.4814958870410919,0.8635639548301697,0.3317378759384155,0.8780922889709473,0.24509158730506897,0.8900200128555298,0.18029850721359253,0.9090601801872253,0.51847243309021,0.9449091553688049,0.42230093479156494,0.9592092633247375,0.3599182367324829,0.9667654633522034,0.30891019105911255
0,0.8063386082649231,0.8429633975028992,0.6928695440292358,0.8022243976593018,0.6227801442146301,0.7152635455131531,0.5803853273391724,0.6333163976669312,0.5350611209869385,0.5720954537391663,0.6846107244491577,0.5070397257804871,0.6549025177955627,0.37513768672943115,0.6476890444755554,0.2921333312988281,0.648206353187561,0.2283148467540741,0.7664799690246582,0.478368878364563,0.7715614438056946,0.3173571825027466,0.7778832912445068,0.22168049216270447,0.7873878479003906,0.15232986211776733,0.8395156264305115,0.4855005145072937,0.8603925704956055,0.335479736328125,0.873178243637085,0.2447490394115448,0.8825180530548096,0.17716866731643677,0.9024503827095032,0.5201075673103333,0.9384012818336487,0.4211561679840088,0.953884482383728,0.35748910903930664,0.9617562294006348,0.307026743888855
0,0.8015849590301514,0.8450448513031006,0.6872406005859375,0.801491379737854,0.6143769025802612,0.714622437953949,0.5722631216049194,0.633185863494873,0.5298839807510376,0.5708628296852112,0.6759858131408691,0.5077980160713196,0.6440716981887817,0.3722769021987915,0.6368132829666138,0.29208117723464966,0.636868953704834,0.23104146122932434,0.7559616565704346,0.4759595990180969,0.7600180506706238,0.3121398091316223,0.7671863436698914,0.2180350124835968,0.7781510353088379,0.1522170603275299,0.8280112743377686,0.48162323236465454,0.8479000329971313,0.33070117235183716,0.8609269857406616,0.24177896976470947,0.8706755042076111,0.17531773447990417,0.8908030986785889,0.5158073902130127,0.923743724822998,0.4151570498943329,0.9385159611701965,0.3522719144821167,0.9478698968887329,0.3030690550804138
0,0.7980822920799255,0.8427362442016602,0.6842217445373535,0.7979041337966919,0.6115818023681641,0.7119519710540771,0.5693750381469727,0.632307767868042,0.5260390043258667,0.5740700960159302,0.6742832660675049,0.5046990513801575,0.6410366892814636,0.37224137783050537,0.6328509449958801,0.2938513159751892,0.6322926878929138,0.23403751850128174,0.7540681958198547,0.4734725058078766,0.7572991847991943,0.31123024225234985,0.7639733552932739,0.2180265486240387,0.7746225595474243,0.15293407440185547,0.8259008526802063,0.4795856475830078,0.8443576693534851,0.32957723736763,0.857283353805542,0.24119257926940918,0.8666611313819885,0.17534828186035156,0.8884379863739014,0.5140915513038635,0.9198763966560364,0.4135947525501251,0.9343000054359436,0.35164743661880493,0.9430802464485168,0.303845077753067
0,0.790961503982544,0.8376116156578064,0.6768904328346252,0.7943557500839233,0.6066644787788391,0.7102630138397217,0.5666112303733826,0.6302868127822876,0.522905707359314,0.5743247270584106,0.6693867444992065,0.5005251169204712,0.6356915235519409,0.3691025674343109,0.6286195516586304,0.2921138405799866,0.6292235255241394,0.23350229859352112,0.7496686577796936,0.4692760109901428,0.7535558342933655,0.3084011375904083,0.7603456974029541,0.216083824634552,0.77125483751297,0.15184760093688965,0.8218716979026794,0.4761337339878082,0.8408350348472595,0.3275338411331177,0.8539038300514221,0.23977091908454895,0.8634183406829834,0.17497888207435608,0.885107159614563,0.511735200881958,0.9179205298423767,0.41263484954833984,0.9322940707206726,0.3511476218700409,0.9404014348983765,0.3036693334579468
0,0.789562463760376,0.8377233743667603,0.6759235262870789,0.7979905605316162,0.6011067628860474,0.7172490954399109,0.5584819316864014,0.6391114592552185,0.5166786313056946,0.5781744122505188,0.6662664413452148,0.5040525197982788,0.6327948570251465,0.3753407597541809,0.6224319934844971,0.29664355516433716,0.6198333501815796,0.23657992482185364,0.7455867528915405,0.47139430046081543,0.7472624182701111,0.31151795387268066,0.7526281476020813,0.21825814247131348,0.762114405632019,0.15310844779014587,0.817085862159729,0.4769150912761688,0.8340835571289062,0.32968389987945557,0.8455377817153931,0.24229273200035095,0.8539777398109436,0.17830854654312134,0.8800011873245239,0.5100820064544678,0.9127824902534485,0.413964182138443,0.9264788627624512,0.35239505767822266,0.9338323473930359,0.3051471710205078
0,0.7888264060020447,0.834937572479248,0.6721750497817993,0.7963306903839111,0.5996625423431396,0.7131909132003784,0.5583818554878235,0.6332939863204956,0.5167607665061951,0.5731602311134338,0.6632084250450134,0.5036302804946899,0.6281291246414185,0.36961042881011963,0.6199004054069519,0.29228341579437256,0.6197555661201477,0.23337304592132568,0.743425190448761,0.4720490276813507,0.7451422214508057,0.30908942222595215,0.7506700754165649,0.21615293622016907,0.7610389590263367,0.1517331600189209,0.8162596225738525,0.4778156876564026,0.8326950669288635,0.3284257650375366,0.8444508910179138,0.2401789128780365,0.8532537221908569,0.17557653784751892,0.8795405030250549,0.5123247504234314,0.9099150896072388,0.41191861033439636,0.9227560758590698,0.3499901592731476,0.9298261404037476,0.30333006381988525
0,0.7829153537750244,0.8316037654876709,0.6696340441703796,0.7938989400863647,0.5974500179290771,0.7120578289031982,0.5570456385612488,0.6328926086425781,0.5144428014755249,0.5730974078178406,0.6630488634109497,0.49642106890678406,0.6287235021591187,0.36735761165618896,0.6204461455345154,0.2928106188774109,0.6196845173835754,0.234934002161026,0.7433253526687622,0.4667412340641022,0.7440277934074402,0.3071008026599884,0.7487289905548096,0.21508687734603882,0.7581691741943359,0.15029016137123108,0.8151362538337708,0.4751390814781189,0.831206202507019,0.32851743698120117,0.8426328301429749,0.2413010597229004,0.8512758612632751,0.1763293445110321,0.877783477306366,0.5110377669334412,0.9079643487930298,0.41288530826568604,0.9205601811408997,0.35075509548187256,0.9274951219558716,0.302223265171051
0,0.7829375267028809,0.8349114656448364,0.6675581932067871,0.7965959310531616,0.5953118801116943,0.7141947150230408,0.5567351579666138,0.6342975497245789,0.5171484351158142,0.5685042142868042,0.6584511399269104,0.49280139803886414,0.6264089941978455,0.3627623915672302,0.618623673915863,0.28715991973876953,0.6180189251899719,0.22835364937782288,0.7398842573165894,0.4638029932975769,0.7441630363464355,0.30567750334739685,0.7506411075592041,0.21503481268882751,0.7607431411743164,0.1512223780155182,0.8130486011505127,0.4735693335533142,0.8307902216911316,0.32742422819137573,0.8427740335464478,0.2404681146144867,0.8514405488967896,0.1757715344429016,0.8767292499542236,0.51118403673172,0.908503532409668,0.41299745440483093,0.9219666719436646,0.3513161540031433,0.9292447566986084,0.30279096961021423
